strategy,period,trades,start_equity,end_equity,net_profit,return,profit_factor,win_rate,max_drawdown
Premium/Discount Long 1m,2014-07,701,-94707.0,-96833.0,-2126.0,-0.08504,0.03779135551029645,0.06276747503566334,2128.0
Premium/Discount Long 1m,2014-08,577,-96833.0,-98535.0,-1702.0,-0.06808,0.03432624113475177,0.053726169844020795,1702.0
Premium/Discount Long 1m,2014-09,799,-98535.0,-100856.0,-2321.0,-0.09284,0.03170629954109303,0.058823529411764705,2321.0
Premium/Discount Long 1m,2014-10,885,-100856.0,-103531.0,-2675.0,-0.107,0.09628378378378379,0.1016949152542373,2675.5
Premium/Discount Long 1m,2014-11,511,-103531.0,-105067.5,-1536.5,-0.06146,0.023514458214172227,0.04500978473581213,1536.5
Premium/Discount Long 1m,2014-12,671,-105067.5,-107065.5,-1998.0,-0.07992,0.0946986859990938,0.09687034277198212,1998.0
Premium/Discount Long 1m,2015-01,801,-107065.5,-109622.0,-2556.5,-0.10226,0.12358587589989715,0.12109862671660425,2564.5
Premium/Discount Long 1m,2015-02,485,-109622.0,-110977.5,-1355.5,-0.05422,0.0760054533060668,0.10309278350515463,1359.5
Premium/Discount Long 1m,2015-03,814,-110977.5,-113430.0,-2452.5,-0.0981,0.03992953611274222,0.06756756756756757,2452.5
Premium/Discount Long 1m,2015-04,713,-113430.0,-115604.5,-2174.5,-0.08698,0.05064396419995634,0.05890603085553997,2174.5
Premium/Discount Long 1m,2015-05,645,-115604.5,-117569.5,-1965.0,-0.0786,0.03368576346201131,0.06046511627906977,1965.0
Premium/Discount Long 1m,2015-06,716,-117569.5,-119719.0,-2149.5,-0.08598,0.04931446262715613,0.0712290502793296,2157.5
Premium/Discount Long 1m,2015-07,829,-119719.0,-122246.0,-2527.0,-0.10108,0.050713749060856496,0.06996381182147166,2527.0
Premium/Discount Long 1m,2015-08,909,-122246.0,-125372.0,-3126.0,-0.12504,0.158772874058127,0.13861386138613863,3126.0
Premium/Discount Long 1m,2015-09,791,-125372.0,-127580.5,-2208.5,-0.08834,0.1811271783463107,0.1934260429835651,2208.5
Premium/Discount Long 1m,2015-10,804,-127580.5,-129791.0,-2210.5,-0.08842,0.08297033810412778,0.09701492537313433,2210.5
Premium/Discount Long 1m,2015-11,774,-129791.0,-132178.5,-2387.5,-0.0955,0.048994224258115913,0.06201550387596899,2387.5
Premium/Discount Long 1m,2015-12,785,-132178.5,-134535.5,-2357.0,-0.09428,0.11507415055378262,0.11082802547770701,2359.5
Premium/Discount Long 1m,2016-01,966,-134535.5,-137396.0,-2860.5,-0.11442,0.20728834695857004,0.21739130434782608,2863.0
Premium/Discount Long 1m,2016-02,1044,-137396.0,-140263.5,-2867.5,-0.1147,0.1585974178403756,0.15134099616858238,2867.5
Premium/Discount Long 1m,2016-03,881,-140263.5,-142887.5,-2624.0,-0.10496,0.05236547490068617,0.06356413166855845,2630.0
Premium/Discount Long 1m,2016-04,1005,-142887.5,-145825.5,-2938.0,-0.11752,0.06149177447692062,0.0845771144278607,2938.0
Premium/Discount Long 1m,2016-05,740,-145825.5,-148105.0,-2279.5,-0.09118,0.039806234203875315,0.05405405405405406,2281.5
Premium/Discount Long 1m,2016-06,958,-148105.0,-150886.5,-2781.5,-0.11126,0.09764801297648013,0.08037578288100208,2781.5
Premium/Discount Long 1m,2016-07,637,-150886.5,-152670.0,-1783.5,-0.07134,0.040871201936004305,0.061224489795918366,1783.5
Premium/Discount Long 1m,2016-08,718,-152670.0,-154807.0,-2137.0,-0.08548,0.027531285551763367,0.03064066852367688,2137.0
Premium/Discount Long 1m,2016-09,773,-154807.0,-157221.0,-2414.0,-0.09656,0.02778896496173983,0.05821474773609314,2416.0
Premium/Discount Long 1m,2016-10,735,-157221.0,-159432.5,-2211.5,-0.08846,0.03280122457905095,0.053061224489795916,2211.5
Premium/Discount Long 1m,2016-11,886,-159432.5,-162304.0,-2871.5,-0.11486,0.10531235394921327,0.09142212189616253,2878.5
Premium/Discount Long 1m,2016-12,707,-162304.0,-164438.0,-2134.0,-0.08536,0.05742049469964664,0.06364922206506365,2134.0
Premium/Discount Long 1m,2017-01,621,-164438.0,-166374.0,-1936.0,-0.07744,0.014507508271824891,0.02254428341384863,1936.0
Premium/Discount Long 1m,2017-02,628,-166374.0,-168330.5,-1956.5,-0.07826,0.011619095731245263,0.02388535031847134,1956.5
Premium/Discount Long 1m,2017-03,772,-168330.5,-170707.0,-2376.5,-0.09506,0.02462548737943772,0.04404145077720207,2376.5
Premium/Discount Long 1m,2017-04,552,-170707.0,-172405.5,-1698.5,-0.06794,0.045786516853932584,0.06702898550724638,1698.5
Premium/Discount Long 1m,2017-05,695,-172405.5,-174611.0,-2205.5,-0.08822,0.02755731922398589,0.04892086330935252,2205.5
Premium/Discount Long 1m,2017-06,633,-174611.0,-176463.0,-1852.0,-0.07408,0.1670789296154711,0.13902053712480253,1852.0
Premium/Discount Long 1m,2017-07,573,-176463.0,-178118.5,-1655.5,-0.06622,0.0916323731138546,0.09773123909249563,1655.5
Premium/Discount Long 1m,2017-08,782,-178118.5,-180589.0,-2470.5,-0.09882,0.08432171979243884,0.09335038363171355,2470.5
Premium/Discount Long 1m,2017-09,504,-180589.0,-182132.5,-1543.5,-0.06174,0.08641609943770347,0.09325396825396826,1543.5
Premium/Discount Long 1m,2017-10,670,-182132.5,-184121.5,-1989.0,-0.07956,0.03516856657773466,0.04776119402985075,1989.0
Premium/Discount Long 1m,2017-11,626,-184121.5,-185998.0,-1876.5,-0.07506,0.09544468546637744,0.09105431309904154,1881.0
Premium/Discount Long 1m,2017-12,627,-185998.0,-187837.0,-1839.0,-0.07356,0.1290551740468861,0.11164274322169059,1841.5
Premium/Discount Long 1m,2018-01,601,-187837.0,-189729.5,-1892.5,-0.0757,0.10562381852551984,0.10981697171381032,1892.5
Premium/Discount Long 1m,2018-02,744,-189729.5,-192481.0,-2751.5,-0.11006,0.2864367219917012,0.24059139784946237,2768.5
Premium/Discount Long 1m,2018-03,845,-192481.0,-195297.0,-2816.0,-0.11264,0.28816986855409504,0.24497041420118343,2832.5
Premium/Discount Long 1m,2018-04,766,-195297.0,-197785.0,-2488.0,-0.09952,0.2834101382488479,0.2454308093994778,2488.0
Premium/Discount Long 1m,2018-05,827,-197785.0,-200390.0,-2605.0,-0.1042,0.14054767403497195,0.15114873035066506,2611.5
Premium/Discount Long 1m,2018-06,666,-200390.0,-202390.0,-2000.0,-0.08,0.21491658488714427,0.16966966966966968,2015.5
Premium/Discount Long 1m,2018-07,703,-202390.0,-204610.5,-2220.5,-0.08882,0.14530408006158582,0.1593172119487909,2221.5
Premium/Discount Long 1m,2018-08,716,-204610.5,-206761.0,-2150.5,-0.08602,0.11556652272259922,0.11592178770949721,2154.0
Premium/Discount Long 1m,2018-09,715,-206761.0,-208868.0,-2107.0,-0.08428,0.17014572666404096,0.12727272727272726,2107.0
Premium/Discount Long 1m,2018-10,1019,-208868.0,-211999.0,-3131.0,-0.12524,0.3803680981595092,0.2934249263984298,3142.0
Premium/Discount Long 1m,2018-11,825,-211999.0,-214337.5,-2338.5,-0.09354,0.3140217072455265,0.25575757575757574,2338.5
Premium/Discount Long 1m,2018-12,743,-214337.5,-216684.0,-2346.5,-0.09386,0.43661464585834336,0.2920592193808883,2397.5
Premium/Discount Long 1m,2019-01,686,-216684.0,-218568.0,-1884.0,-0.07536,0.24169853089152746,0.22448979591836735,1885.5
Premium/Discount Long 1m,2019-02,547,-218568.0,-220156.5,-1588.5,-0.06354,0.14458804523424879,0.15356489945155394,1599.5
Premium/Discount Long 1m,2019-03,628,-220156.5,-221926.0,-1769.5,-0.07078,0.18587531631009893,0.19585987261146498,1777.0
Premium/Discount Long 1m,2019-04,546,-221926.0,-223591.5,-1665.5,-0.06662,0.09875541125541125,0.10622710622710622,1665.5
Premium/Discount Long 1m,2019-05,959,-223591.5,-226119.5,-2528.0,-0.10112,0.3085339168490153,0.26903023983315955,2531.0
Premium/Discount Long 1m,2019-06,612,-226119.5,-228242.0,-2122.5,-0.0849,0.1486161251504212,0.16830065359477125,2131.5
Premium/Discount Long 1m,2019-07,812,-228242.0,-230729.5,-2487.5,-0.0995,0.12226534932956952,0.12561576354679804,2487.5
Premium/Discount Long 1m,2019-08,758,-230729.5,-233244.0,-2514.5,-0.10058,0.31522331154684097,0.2849604221635884,2518.0
Premium/Discount Long 1m,2019-09,647,-233244.0,-235090.0,-1846.0,-0.07384,0.21779661016949153,0.18856259659969088,1865.5
Premium/Discount Long 1m,2019-10,581,-235090.0,-237090.5,-2000.5,-0.08002,0.1465443686006826,0.18072289156626506,2009.5
Premium/Discount Long 1m,2019-11,579,-237090.5,-238778.0,-1687.5,-0.0675,0.09078663793103449,0.1157167530224525,1687.5
Premium/Discount Long 1m,2019-12,530,-238778.0,-240617.0,-1839.0,-0.07356,0.09609240599655935,0.1018867924528302,1843.0
Premium/Discount Long 1m,2020-01,641,-240617.0,-242526.5,-1909.5,-0.07638,0.2860347728547392,0.2542901716068643,1945.5
Premium/Discount Long 1m,2020-02,624,-242526.5,-244648.5,-2122.0,-0.08488,0.45998218602875685,0.328525641025641,2188.5
Premium/Discount Long 1m,2020-03,1210,-244648.5,-248572.5,-3924.0,-0.15696,0.6215825256762622,0.3685950413223141,3944.0
Premium/Discount Long 1m,2020-04,772,-248572.5,-250452.0,-1879.5,-0.07518,0.591101925378005,0.40803108808290156,1904.5
Premium/Discount Long 1m,2020-05,643,-250452.0,-252501.0,-2049.0,-0.08196,0.44016393442622953,0.3701399688958009,2113.5
Premium/Discount Long 1m,2020-06,541,-252501.0,-254259.5,-1758.5,-0.07034,0.48256583786964835,0.37707948243992606,1902.5
Premium/Discount Long 1m,2020-07,564,-254259.5,-256540.0,-2280.5,-0.09122,0.4403680981595092,0.33687943262411346,2280.5
Premium/Discount Long 1m,2020-08,469,-256540.0,-258149.5,-1609.5,-0.06438,0.3756788207913111,0.29637526652452023,1627.0
Premium/Discount Long 1m,2020-09,783,-258149.5,-259844.5,-1695.0,-0.0678,0.7171228304405874,0.4278416347381865,1717.5
Premium/Discount Long 1m,2020-10,528,-259844.5,-262193.0,-2348.5,-0.09394,0.4384937238493724,0.36742424242424243,2473.0
Premium/Discount Long 1m,2020-11,432,-262193.0,-263513.0,-1320.0,-0.0528,0.6107916850950906,0.4097222222222222,1376.0
Premium/Discount Long 1m,2020-12,466,-263513.0,-265382.0,-1869.0,-0.07476,0.2988182329769274,0.2575107296137339,1869.0
Premium/Discount Long 1m,2021-01,482,-265382.0,-266896.5,-1514.5,-0.06058,0.5801801801801801,0.4045643153526971,1566.0
Premium/Discount Long 1m,2021-02,556,-266896.5,-268353.5,-1457.0,-0.05828,0.6422344996930632,0.39568345323741005,1540.5
Premium/Discount Long 1m,2021-03,817,-268353.5,-271050.0,-2696.5,-0.10786,0.5615803593203804,0.39412484700122397,2730.0
Premium/Discount Long 1m,2021-04,473,-271050.0,-272534.0,-1484.0,-0.05936,0.39477977161500816,0.3403805496828753,1501.0
Premium/Discount Long 1m,2021-05,569,-272534.0,-273826.0,-1292.0,-0.05168,0.5837628865979382,0.3884007029876977,1292.0
Premium/Discount Long 1m,2021-06,531,-273826.0,-275463.0,-1637.0,-0.06548,0.32341392849762346,0.2768361581920904,1657.5
Premium/Discount Long 1m,2021-07,624,-275463.0,-276482.5,-1019.5,-0.04078,0.6466816842834864,0.3525641025641026,1019.5
Premium/Discount Long 1m,2021-08,560,-276482.5,-278350.0,-1867.5,-0.0747,0.2924796362947528,0.24821428571428572,1900.0
Premium/Discount Long 1m,2021-09,789,-278350.0,-279967.0,-1617.0,-0.06468,0.5854908997692899,0.34220532319391633,1668.0
Premium/Discount Long 1m,2021-10,668,-279967.0,-281608.0,-1641.0,-0.06564,0.542960590447013,0.36676646706586824,1777.0
Premium/Discount Long 1m,2021-11,588,-281608.0,-283757.0,-2149.0,-0.08596,0.4442001810422863,0.32482993197278914,2203.0
Premium/Discount Long 1m,2021-12,743,-283757.0,-286765.5,-3008.5,-0.12034,0.5071264744429882,0.35397039030955585,3013.0
Premium/Discount Long 1m,2022-01,873,-286765.5,-290097.5,-3332.0,-0.13328,0.598989048020219,0.40778923253150057,3361.0
Premium/Discount Long 1m,2022-02,710,-290097.5,-292510.0,-2412.5,-0.0965,0.608582785754847,0.4352112676056338,2502.0
Premium/Discount Long 1m,2022-03,896,-292510.0,-295296.0,-2786.0,-0.11144,0.5705587668593449,0.3861607142857143,2786.0
Premium/Discount Long 1m,2022-04,1006,-295296.0,-298655.5,-3359.5,-0.13438,0.5411146018303511,0.3856858846918489,3359.5
Premium/Discount Long 1m,2022-05,896,-298655.5,-301787.5,-3132.0,-0.12528,0.6058642169508589,0.41183035714285715,3132.0
Premium/Discount Long 1m,2022-06,910,-301787.5,-304632.5,-2845.0,-0.1138,0.5781435349940688,0.3901098901098901,2989.5
Premium/Discount Long 1m,2022-07,725,-304632.5,-306565.5,-1933.0,-0.07732,0.527210468386939,0.383448275862069,1943.5
Premium/Discount Long 1m,2022-08,994,-306565.5,-309233.5,-2668.0,-0.10672,0.5140255009107468,0.335010060362173,2688.0
Premium/Discount Long 1m,2022-09,1038,-309233.5,-313103.5,-3870.0,-0.1548,0.4658753709198813,0.348747591522158,3963.0
Premium/Discount Long 1m,2022-10,838,-313103.5,-315272.0,-2168.5,-0.08674,0.6093848509411871,0.39737470167064437,2216.0
Premium/Discount Long 1m,2022-11,785,-315272.0,-317716.0,-2444.0,-0.09776,0.4652078774617068,0.3732484076433121,2511.0
Premium/Discount Long 1m,2022-12,1017,-317716.0,-320215.0,-2499.0,-0.09996,0.499599519423308,0.32940019665683384,2518.0
Premium/Discount Long 1m,2023-01,748,-320215.0,-322378.5,-2163.5,-0.08654,0.4151912420597378,0.3141711229946524,2207.0
Premium/Discount Long 1m,2023-02,844,-322378.5,-324668.5,-2290.0,-0.0916,0.46775130737943055,0.3412322274881517,2290.0
Premium/Discount Long 1m,2023-03,834,-324668.5,-327487.5,-2819.0,-0.11276,0.4090146750524109,0.3129496402877698,2819.0
Premium/Discount Long 1m,2023-04,816,-327487.5,-329622.0,-2134.5,-0.08538,0.3837158943265483,0.29044117647058826,2168.0
Premium/Discount Long 1m,2023-05,691,-329622.0,-331151.0,-1529.0,-0.06116,0.46974163343159353,0.3125904486251809,1535.5
Premium/Discount Long 1m,2023-06,927,-331151.0,-333813.0,-2662.0,-0.10648,0.39189034837235864,0.2686084142394822,2703.5
Premium/Discount Long 1m,2023-07,637,-333813.0,-335612.0,-1799.0,-0.07196,0.44052246928937955,0.282574568288854,1820.5
Premium/Discount Long 1m,2023-08,910,-335612.0,-338433.5,-2821.5,-0.11286,0.47019059243263545,0.33406593406593404,2826.5
Premium/Discount Long 1m,2023-09,1029,-338433.5,-341390.0,-2956.5,-0.11826,0.39440802949610815,0.2857142857142857,3010.0
Premium/Discount Long 1m,2023-10,1005,-341390.0,-344282.0,-2892.0,-0.11568,0.4942729736819096,0.3402985074626866,2906.0
Premium/Discount Long 1m,2023-11,681,-344282.0,-346039.0,-1757.0,-0.07028,0.37361853832442066,0.25697503671071953,1797.0
Premium/Discount Long 1m,2023-12,768,-346039.0,-348468.5,-2429.5,-0.09718,0.2872231186739035,0.23567708333333334,2450.5
Premium/Discount Long 1m,2024-01,791,-348468.5,-351331.5,-2863.0,-0.11452,0.32722359299729764,0.2895069532237674,2864.5
Premium/Discount Long 1m,2024-02,602,-351331.5,-353027.0,-1695.5,-0.06782,0.5064046579330422,0.35714285714285715,1695.5
Premium/Discount Long 1m,2024-03,700,-353027.0,-354892.5,-1865.5,-0.07462,0.48637114537444937,0.32857142857142857,1865.5
Premium/Discount Long 1m,2024-04,777,-354892.5,-357243.0,-2350.5,-0.09402,0.5757220216606498,0.33976833976833976,2405.5
Premium/Discount Long 1m,2024-05,699,-357243.0,-359425.0,-2182.0,-0.08728,0.36180169640245685,0.296137339055794,2191.5
Premium/Discount Long 1m,2024-06,638,-359425.0,-361282.5,-1857.5,-0.0743,0.43420651842826685,0.2836990595611285,1924.0
Premium/Discount Long 1m,2024-07,764,-361282.5,-364169.5,-2887.0,-0.11548,0.5286530612244899,0.3782722513089005,2933.0
Premium/Discount Long 1m,2024-08,597,-364169.5,-367265.0,-3095.5,-0.12382,0.5270435446906035,0.4137353433835846,3148.5
Premium/Discount Long 1m,2024-09,718,-367265.0,-370158.0,-2893.0,-0.11572,0.44905732241477814,0.3384401114206128,2910.0
Premium/Discount Long 1m,2024-10,635,-370158.0,-371672.5,-1514.5,-0.06058,0.6211855927963982,0.3795275590551181,1651.0
Premium/Discount Long 1m,2024-11,642,-371672.5,-373944.5,-2272.0,-0.09088,0.5222374093155294,0.3364485981308411,2303.0
Premium/Discount Long 1m,2024-12,814,-373944.5,-375998.0,-2053.5,-0.08214,0.6070984406390509,0.32678132678132676,2242.0
Premium/Discount Long 1m,2025-01,660,-375998.0,-378186.0,-2188.0,-0.08752,0.5938370150361982,0.39090909090909093,2360.5
Premium/Discount Long 1m,2025-02,555,-378186.0,-380814.0,-2628.0,-0.10512,0.4806324110671937,0.36396396396396397,2853.5
Premium/Discount Long 1m,2025-03,827,-380814.0,-384608.0,-3794.0,-0.15176,0.5139324835052207,0.36275695284159615,3794.0
Premium/Discount Long 1m,2025-04,864,-384608.0,-387184.0,-2576.0,-0.10304,0.7761265371746404,0.4270833333333333,2629.0
Premium/Discount Long 1m,2025-05,720,-387184.0,-389896.5,-2712.5,-0.1085,0.5026585991932526,0.38055555555555554,2875.0
Premium/Discount Long 1m,2025-06,415,-389896.5,-390864.0,-967.5,-0.0387,0.6631267409470752,0.41204819277108434,1000.5
Premium/Discount Long 1m,2025-07,645,-390864.0,-392412.0,-1548.0,-0.06192,0.5601023017902813,0.34728682170542635,1583.5
Premium/Discount Long 1m,2025-08,793,-392412.0,-394105.5,-1693.5,-0.06774,0.6413595933926303,0.38461538461538464,1758.0
Premium/Discount Long 1m,2025-09,767,-394105.5,-396189.5,-2084.0,-0.08336,0.5263636363636364,0.3116036505867014,2084.0
Premium/Discount Long 1m,2025-10,708,-396189.5,-397512.5,-1323.0,-0.05292,0.7561515067735692,0.4209039548022599,1370.0
Premium/Discount Long 1m,2025-11,889,-397512.5,-400123.0,-2610.5,-0.10442,0.6858415067091883,0.421822272215973,2708.0
Premium/Discount Long 1m,2025-12,652,-400123.0,-402662.0,-2539.0,-0.10156,0.4920476142842853,0.36349693251533743,2539.0
Premium/Discount Long 1m,2026-01,691,-402662.0,-405391.5,-2729.5,-0.10918,0.5074438328972299,0.35600578871201155,2868.5
Premium/Discount Long 1m,2026-02,848,-405391.5,-407513.5,-2122.0,-0.08488,0.7251473350171621,0.44693396226415094,2336.0
Premium/Discount Long 1m,2026-03,1083,-407513.5,-409296.5,-1783.0,-0.07132,0.7942890106720507,0.42566943674976915,1853.0
Premium/Discount Long 1m,2026-04,488,-409296.5,-411217.0,-1920.5,-0.07682,0.5155757346449742,0.3668032786885246,1920.5
